market_cap,price,volume_24h
-0.16160142634948446,-0.10834051147459087,-0.18188323572587978
-0.16187380368096818,-0.10807953949891692,-0.17108692000573944
-0.16188855210599848,-0.10838851862894239,-0.18963919566327725
-0.16191350361105333,-0.10838836943154363,-0.1877693774685374
-0.16193423976206586,-0.10840932884563566,-0.1942207591849547
-0.16197269234548267,-0.10842118385000797,-0.19451162377952147
-0.16201952111234408,-0.10257776480563423,-0.1882125188438429
-0.16207100336736122,-0.10834747526666395,-0.1903400236033348
-0.1621600052522537,-0.10522777663316177,-0.18416763954481796
-0.1622344657499361,-0.10841893166492034,-0.19509692763364206
-0.16237077268916053,-0.10834069916267489,-0.19087970991424677
-0.16245391874972148,-0.10833671131442621,-0.1763307013738806
-0.1624866481112788,-0.10691407188665987,-0.1909755504466787
-0.16257789460001948,-0.10837800131520828,-0.18950882267245014
-0.16261513671430294,-0.10833100490713217,-0.19420373545296937
-0.16264544151909643,-0.10685083959030728,-0.19210479276362094
-0.16279830234588022,-0.10778668941854437,-0.19064946417217163
-0.16297439461172478,-0.10837152977501642,-0.18966849633662192
-0.1631264612370654,-0.10829177619375183,-0.19421774955674664
